vertical_position_uncertainty,heading,horizontal_speed_uncertainty,classification,horizontal_speed,horizontal_position_uncertainty,id,vertical_velocity,vertical_velocity_uncertainty,heading_uncertainty,timestamp,map_link_id,sensor_id,query_since,lon,lat,alt,map_matched_lon,map_matched_lat,map_matched_alt,group_id
0.3497677445411682,133.3076286315918,0.7821492973424987,VEHICLE,1.8885990198711595,1.2645752616497956,195186.0,-0.0335779003798961,0.2468372881412506,23.821287155151367,2023-07-01T13:03:30.421883+09:00,452.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.4287164250259,35.388623810862484,27.465487563610075,139.42871942375012,35.3886265636312,27.465487563610075,9
0.3673063814640045,133.29505157470703,0.8022104282468769,VEHICLE,1.8885990837912,1.3475712533518462,195186.0,-0.0335779003798961,0.2518504559993744,24.432811737060547,2023-07-01T13:03:30.505777+09:00,452.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.4287176990675,35.38862283550676,27.4626705288887,139.4287207248852,35.388625613146694,27.4626705288887,9
0.3853291869163513,133.2823715209961,0.8218513506132782,VEHICLE,1.8885989260378075,1.4330967543999171,195186.0,-0.0335779003798961,0.256765753030777,25.031551361083984,2023-07-01T13:03:30.590357+09:00,452.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.4287189836876,35.388621852380844,27.459830546379088,139.42872203662458,35.388624654915695,27.459830546379088,9
0.1115624532103538,28.972579956054688,0.4023613333702087,VEHICLE,3.1220676486293333,0.1577731343816962,195199.0,0.1163863241672515,0.4023613333702087,7.384082317352295,2023-07-01T13:04:58.939443+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.428536149121,35.38820660201285,28.39723756313324,139.42854481758275,35.38820434993542,28.39723756313324,10
0.0932568460702896,31.84832763671875,0.4249737593511765,VEHICLE,3.306501738888912,0.1377634237862774,195199.0,0.1113141477108001,0.396482914686203,7.379426956176758,2023-07-01T13:04:59.039790+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42854298652,35.38820868706167,28.404490494728087,139.4285461767649,35.38820785823976,28.404490494728087,10
0.0892034471035003,30.04865264892578,0.4941434818995838,VEHICLE,3.977603082609257,0.1345462110167279,195199.0,0.0659682303667068,0.3754670917987823,7.120189189910889,2023-07-01T13:04:59.138796+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.428547907808,35.3882133857194,28.3936443567276,139.4285482806689,35.388213288850345,28.3936443567276,10
0.0902765095233917,29.12813186645508,0.5156004689418279,VEHICLE,4.057656494344176,0.1378993479791559,195199.0,0.0746504887938499,0.34189373254776,7.281078338623047,2023-07-01T13:04:59.238978+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42855138953206,35.38821625275478,28.403875970840453,139.42854960822206,35.38821671553707,28.403875970840453,10
0.0913401022553443,29.77437210083008,0.5565121244462371,VEHICLE,4.531657546104364,0.1410362535554766,195199.0,0.0435357242822647,0.3038864135742187,7.030648708343506,2023-07-01T13:04:59.337929+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.4285559717917,35.38822025335596,28.39799585342407,139.42855143541752,35.38822143190361,28.39799585342407,10
0.0916229635477066,25.560104370117188,0.5378038388829556,VEHICLE,4.432819169325361,0.1443691132269337,195199.0,0.0217308737337589,0.2672985196113586,6.954479217529297,2023-07-01T13:04:59.439851+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.4285583125747,35.38822355234871,28.39235737323761,139.42855305942876,35.388225199640466,28.39235737323761,10
0.0905026048421859,23.254432678222656,0.4958526792090932,VEHICLE,4.126640968871284,0.1453060950073932,195199.0,0.0700467452406883,0.2361472845077514,6.876692771911621,2023-07-01T13:04:59.540571+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42856026069913,35.388226037102264,28.41908016204834,139.42855432190316,35.388227899421906,28.41908016204834,10
0.0886622965335846,17.141273498535156,0.4360442144362718,VEHICLE,3.538877941898811,0.1447627511126378,195199.0,0.0897595137357711,0.2112529575824737,6.939227104187012,2023-07-01T13:04:59.640752+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42856020724204,35.388227777492816,28.437064790725707,139.42855502692194,35.388229406312746,28.437064790725707,10
0.0864689126610755,12.85918426513672,0.436024386801067,VEHICLE,3.6770165458463615,0.1429287242010253,195199.0,0.092576153576374,0.1921364068984985,6.624714374542236,2023-07-01T13:04:59.739806+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.428561073495,35.388231402327854,28.447656178474425,139.42855661944714,35.388232802796665,28.447656178474425,10
0.0842650607228279,5.622703552246094,0.4360953094108244,VEHICLE,3.7986310395962337,0.1421547781258245,195199.0,0.0931582003831863,0.1777869760990142,6.338733673095703,2023-07-01T13:04:59.838294+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.4285604357152,35.38823534959887,28.457150721549983,139.4285581549672,35.38823607132352,28.457150721549983,10
0.0825389698147773,2.0368576049804688,0.4471702674042878,VEHICLE,4.12178161224523,0.1424462762296927,195199.0,0.088210828602314,0.1669262796640396,6.021026611328125,2023-07-01T13:04:59.940466+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42856053415306,35.38824005382109,28.463263297080992,139.428560099197,35.38824019146057,28.463263297080992,10
0.0807749032974243,-0.2665557861328125,0.4485317500636295,VEHICLE,4.354978482476538,0.1428956067946871,195199.0,0.1160932630300521,0.1589705348014831,5.719040870666504,2023-07-01T13:05:00.041199+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42856053856795,35.388244650014165,28.492317938804625,139.42856199727268,35.38824418406521,28.492317938804625,10
0.0790258347988128,-0.1085662841796875,0.4578570017435655,VEHICLE,4.785995015581985,0.1429955793491407,195199.0,0.0997606366872787,0.1533634811639785,5.343465805053711,2023-07-01T13:05:00.139600+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42856114542568,35.38825009421139,28.491471672058104,139.4285643336177,35.38824906326958,28.491471672058104,10
0.0778091251850128,0.229736328125,0.455192972702506,VEHICLE,5.061403430970171,0.1441862468122792,195199.0,0.0831333324313163,0.1493142545223236,5.017823219299316,2023-07-01T13:05:00.241480+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.4285618315509,35.38825551535185,28.4887748003006,139.4285666841664,35.38825392306512,28.4887748003006,10
0.0765792876482009,-0.02130126953125,0.450142262556352,VEHICLE,5.312767872827529,0.1444456967031976,195199.0,0.0700670555233955,0.1465577930212021,4.71126127243042,2023-07-01T13:05:00.340932+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42856222423964,35.38826098822724,28.48672499656677,139.4285690459552,35.38825874981369,28.48672499656677,10
0.0756110399961471,2.2144317626953125,0.4492660967734996,VEHICLE,5.680328416159518,0.1446673564343692,195199.0,0.0577730536460876,0.1447068452835083,4.398509979248047,2023-07-01T13:05:00.440931+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.4285636921957,35.38826718093531,28.483890199661253,139.4285718829024,35.388264443155215,28.483890199661253,10
0.0748727098107338,3.05255126953125,0.4361418800078923,VEHICLE,5.7713080486552,0.1450081599887487,195199.0,0.0410382933914661,0.1434768140316009,4.167270183563232,2023-07-01T13:05:00.541544+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42856481463167,35.388272680428926,28.476193571090697,139.428574405784,35.38826940773839,28.476193571090697,10
0.0742781013250351,5.260910034179688,0.4184185564638251,VEHICLE,5.713569747507285,0.1448610309913225,195199.0,0.0609998181462287,0.1426898688077926,3.9947330951690674,2023-07-01T13:05:00.642043+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42856675440856,35.38827769359744,28.49650659561157,139.4285768626593,35.38827417056444,28.49650659561157,10
0.0737926438450813,6.110435485839844,0.4121026779486059,VEHICLE,5.861328434330081,0.1442713755090024,195199.0,0.0336609929800033,0.1422203034162521,3.820676326751709,2023-07-01T13:05:00.742187+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42856820262566,35.388283357610504,28.480402970314024,139.4285795586992,35.38827932000211,28.480402970314024,10
0.0736937895417213,6.911598205566406,0.405310801984626,VEHICLE,5.913561203141194,0.1450044468198565,195199.0,0.0143153667449951,0.1422631293535232,3.705021858215332,2023-07-01T13:05:00.841285+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.428569691248,35.38828872542902,28.46802427768707,139.428582155694,35.3882842093431,28.46802427768707,10
0.073363684117794,8.690971374511719,0.3931665683281195,VEHICLE,5.838352248376391,0.1439766150635046,195199.0,0.0103424917906522,0.1420245915651321,3.6226491928100586,2023-07-01T13:05:00.941528+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42857179677586,35.38829367706884,28.4662339925766,139.42858473773825,35.38828898828883,28.4662339925766,10
0.074173018336296,10.196243286132812,0.3863245530960907,VEHICLE,5.742231840893138,0.1472340803778294,195199.0,0.0101851895451545,0.1426860839128494,3.609050035476685,2023-07-01T13:05:01.042176+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42857393352253,35.388298465092895,28.467147374153136,139.4285872405021,35.38829355754224,28.467147374153136,10
0.0749888345599174,11.417617797851562,0.3825127659968656,VEHICLE,5.739375130286414,0.1491768420870749,195199.0,0.0076041663996875,0.143226221203804,3.578778982162476,2023-07-01T13:05:01.142588+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.4285760582792,35.38830346783448,28.46607449054718,139.42858986191135,35.38829829030001,28.46607449054718,10
0.0743028074502945,13.237754821777344,0.3739806622391267,VEHICLE,5.713872393942306,0.1448010279839031,195199.0,0.010127124376595,0.1425104141235351,3.530048370361328,2023-07-01T13:05:01.242726+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.4285786336796,35.388308285567526,28.468891406059264,139.4285925008865,35.38830300133052,28.468891406059264,10
0.0738229006528854,14.826309204101562,0.3693907672708411,VEHICLE,5.67475660386421,0.1429763397391345,195199.0,0.0040601342916488,0.1422393023967743,3.526773452758789,2023-07-01T13:05:01.341730+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42858117099405,35.38831293536068,28.46494927406311,139.42859512442314,35.38830761825229,28.46494927406311,10
0.0733781456947326,17.57018280029297,0.3721751063756828,VEHICLE,5.8554887842016745,0.1416887707633193,195199.0,0.0047978074289858,0.1420385092496872,3.497677087783813,2023-07-01T13:05:01.441082+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42858485385884,35.38831816417468,28.465953016281127,139.42859821599103,35.388312995059245,28.465953016281127,10
0.073244571685791,18.20221710205078,0.3662874958164276,VEHICLE,5.731648098378296,0.1416354385272857,195199.0,0.0104057742282748,0.1418741345405578,3.5190837383270264,2023-07-01T13:05:01.543114+09:00,353.0,vista-p90-1,2023-07-01 13:00:00+09:00,139.42858708251566,35.38832277742151,28.47099688053131,139.4286007789214,35.38831740422195,28.47099688053131,10
